Date,BLUJ.J,FDS.N,MORN.OQ,MSCI.N,IHS.N^G16,AXP.N,COF.N,DFS.N,029780.KS,CAB.AX,CIEL3.SA,4819.T,EEFT.OQ,FIS.N,GPN.N,GDOT.N,HPY.N^D16,MA.N,UEPS.OQ,RDCD3.SA^J12,TSS.N,V.N,WEX.N,WDIG.DE,FISV.OQ,8076.TWO,INGC.PA,6588.T,PAY.N,ZBRA.OQ,JKHY.OQ,TEMN.S,EPAY.OQ,VOCS.O^F14,4307.T,TCS.BO,EBIX.OQ,SLH.N^C16,ADVS.O^G15,SIM.CO,SSNC.OQ,DH.TO,DST.N,FICO.N,MSY.L^F12,ACIW.OQ,SONE.O^B12,MOVE.O^K14,RMV.L,SLGC.PA^D11,IRE.AX,ORC.ST^C12,MONY.L,FLT.N,3769.T,NTSP.O^G13,FDSA.L,MONI.L,ZG.OQ,RATE.N,ENV.N,CASS.OQ,MPLU3.SA,FITE.BO,WING.DE,GWRE.N,AWAY.O^L15,SPNS.OQ,LXFT.N,TRI.TO,8570.T,8253.T,EVTC.N,PAYS.L,VNTV.N,6287.T,6206.TW,XRO.NZ,TIG.L^K15,ELLI.N,035600.KQ,2120.T,TRLA.N^B15,POLA.BO,8018.HK,PAYP.L,WLN.PA,8519.T,TREE.OQ,KTC.BK,SYF.N,HAWK.OQ,HAWKB.O^E15,EDEN.PA,0327.HK,QTWO.N,BNFT.OQ,SLVX.SI,IPP.AX^B16,ZPG.L,8325.HK,046440.KQ,036800.KQ,YDLE.O^K15,CASH.OQ,WPG.L,EQN.L,FDC.N,LEJU.N,SQ.N,025770.KQ,060250.KQ,PYPL.OQ,034310.KS,DAL.MI,3611.TWO,8114.TW,BKFS.N,MYO.AX,GFTG.DE,SFUN.N,Z.OQ,GTO.AS,WK.N,2428.T,INFO.OQ,XTLY.N,TBBK.OQ,QIWI.OQ,FSMARTm.BK,NXGN.L,USDKRW WMCO Curncy,AUDUSD WMCO Curncy,USDBRL WMCO Curncy,USDJPY WMCO Curncy,EURUSD WMCO Curncy,USDTWD WMCO Curncy,USDCHF WMCO Curncy,USDINR WMCO Curncy,USDDKK WMCO Curncy,USDCAD WMCO Curncy,GBPUSD WMCO Curncy,USDSEK WMCO Curncy,NZDUSD WMCO Curncy,USDHKD WMCO Curncy,USDTHB WMCO Curncy,USDSGD WMCO Curncy,USDZAR WMCO Curncy,USDUSD WMCO Curncy
8-Jun-16,1606,159.65,84.16,78.05,119.93,66.26,72.1,57.39,40450,3.3,33.58,2510,81.18,75.38,76.32,22.64,,97.99,10.7,,53.75,81.65,95.86,41.06,107.4,70.1,100.75,392,21.27,56.05,85.44,57.55,25.47,,4075,2611.1,48.82,,,348.7,60.34,33.85,120.74,114.83,,21.78,,,4240,,12.3,,301.4,152.39,6720,,2323,2.9,32.84,8.83,36.88,50.31,36.06,82.4,52.17,61.71,,12.42,64.45,54.17,2308,2056,16.03,405.2,53.42,2273,112,19.25,,86.07,15450,1041,,196.75,0.33,970,26.57,529,91.15,89.75,31.95,34.88,,17.04,6.6,28.34,39.71,0.54,,321.7,1.51,11100,33750,,52.58,278.9,186,13.07,4.49,9.55,10750,20250,37.55,22800,15.37,275,161.5,36.22,3.37,21.16,4.98,32.5,54.55,13.94,3995,33.55,,,,,,1156.6,0.7468,3.397,106.66,1.13935,32.1875,0.95955,66.66125,6.5263,1.2687,1.4555,8.10915,0.702,7.7613,35.16,1.34685,14.71115,1
9-Jun-16,1626,160,83.66,78.07,118.45,65.71,70.87,56.8,41950,3.3,33.1,2559,80.68,75.14,76.6,22.61,,97.02,10.73,,53.37,81.26,95.22,40.51,107.34,,102.85,386,20.98,56.26,85.78,57.45,25.08,,4055,2577.5,48.9,,,346.3,60,34.02,119.72,115.73,,21.73,,,4223,,12.39,,299.3,150,6470,,2344,2.92,32.68,8.58,37.2,49.82,35.67,85.8,51.83,61.29,,12,62.65,53.98,2268,1971,16.08,403.1,53.52,2266,,19.45,,87,15750,1062,,195.9,,969.5,26.6,544,87.93,91,31.41,34.17,,17.255,,27.86,39.54,0.54,,313,,11250,35300,,52.06,279.2,185,12.86,4.32,9.34,10800,19900,37.13,21600,15.3,,,35.79,3.39,20.83,4.73,32.28,54.41,13.73,3985,33.34,,,,,,1155.9,0.74375,3.389,106.465,1.13255,32.1875,0.96445,66.755,6.5653,1.2723,1.4469,8.1701,0.714,7.76045,35.17,1.35155,14.828,1
10-Jun-16,1669,159.1,82.02,76.72,117.29,64.97,70.04,56.3,41400,3.27,32.53,2533,78.56,74.34,74.74,22.28,,95.21,10.51,,52.52,80.18,90.76,40.005,106.38,,97.44,393,19.66,56.02,84.52,56.3,24.73,,3965,2560.95,47.35,,,340,58.64,33.84,117.9,113.55,,21.19,,,4181,,12.19,,292.6,147.34,6220,,2337,2.92,32.46,8.25,36.43,50.98,36.26,83.4,51.45,59.72,,12.01,59.21,53.49,2258,1931,15.92,390,51.8,2213,,19.6,,84.13,15500,1058,,194.85,0.32,953,26.025,530,85.77,90.75,30.8,33.29,,16.92,6.28,27.13,39.23,0.525,,310.2,1.51,11400,34550,,51.92,275.8,182.25,12.35,4.23,9.14,10700,20400,36.77,22000,14.59,,,35.12,3.36,19.945,4.79,32.22,52.93,13.55,4110,33.1,,,,,,1165.35,0.74045,3.43295,106.905,1.12975,32.1875,0.96275,66.7925,6.58095,1.27375,1.433,8.25845,0.7082,7.76265,35.18,1.35585,15.1025,1
13-Jun-16,1610,157.93,81.66,75.81,116.6,63.67,69,55.52,42350,,32.37,2436,77.73,73.44,73.78,21.94,,94.19,10.14,,51.56,78.4,89.98,39.475,105.61,66.7,97.5,375,19.14,55.4,83.77,55.5,24.26,,3865,2551.95,47.65,,,330.6,58.21,33.94,115.87,110.91,,20.81,,,4111,,,,287.9,145.93,5850,,2246,2.72,32.62,8,35.87,50.83,35.88,82.85,51.39,59.56,,11.94,59.3,53.36,2180,1854,15.66,374.5,51.21,2101,109.5,19.3,,83.32,14750,1007,,193.1,0.31,941,25.785,511,81.42,90.75,30.44,32.47,,16.525,6.18,27,39.6,0.51,,304.1,1.41,11000,34150,,51.39,274.8,180.5,11.73,4.32,8.92,10550,20000,36.54,21500,14.17,270,159.5,34.89,,19.37,4.94,32.4,52.3,13.26,3980,32.75,,,,,,1173.5,0.74035,3.45115,106.305,1.13005,32.4205,0.9661,67.105,6.5797,1.27595,1.42775,8.23325,0.7073,7.7627,35.17,1.3535,15.05825,1
14-Jun-16,1618,158.37,80.96,74.52,116.52,61.07,64.43,53.27,41800,3.15,32.31,2377,76.96,73.75,73.74,21.73,,94.11,9.91,,51.98,78.57,90.03,38.345,105.75,67,95.27,365,19.3,55.25,84.7,54.65,24.32,,3805,2534.7,47.72,,,327.3,57.81,33.06,117.03,111.39,,20.73,,,3897,,11.98,,278.7,143.99,5810,,2213,2.75,32.83,7.98,35.54,50.4,35.51,83.8,51.27,60.23,,12.06,58.74,53.29,2163,1841,15.6,366.9,51.25,2046,109,18.55,,84.23,14850,962,,192.45,0.305,950,25.865,521,74.13,91,26.45,32.84,,16.07,6.36,27.04,39.96,0.515,,300.9,1.39,10850,35100,,51.67,265.9,175.5,11.62,4.36,8.89,10800,19550,37.16,22000,14.03,270,158.5,35.12,3.25,18.855,5.08,32.71,51.69,13.15,3835,32.78,,,,,,1173,0.73565,3.48545,105.92,1.121,32.4055,0.96365,67.255,6.6328,1.2854,1.4113,8.30435,0.7003,7.7604,35.31,1.35575,15.327,1
15-Jun-16,1660,158.42,80.63,74.3,115.31,61.42,64.64,53.12,41400,3.13,32.75,2384,76.81,73.62,74.06,21.75,,93.34,9.89,,52.01,78.17,90.83,38.87,105.76,66.9,97.09,369,19.14,55.92,83.92,54.7,23.87,,3800,2555.7,47.22,,,328.4,58.18,33.05,116.9,110.86,,20.75,,,3925,,11.76,,278.6,144.66,5820,,2203,2.81,32.92,7.94,36.52,49.76,35.3,84.7,52.1,60.6,,11.94,57.77,53.29,2179,1843,15.74,372.8,51.25,2073,109,18.95,,85.35,15200,998,,192.45,0.315,950.5,25.5,512,74.26,91.75,26.5,32.99,,16.225,6.33,27.33,39.67,0.51,,298.4,1.4,10900,34450,,51.38,265.9,174,11.71,4.4,9.06,11150,19850,36.84,21750,13.52,269,158,34.96,3.27,18.87,5.16,32.78,51.93,13.48,3815,32.43,,,,,,1173.2,0.74165,3.47685,105.845,1.1235,32.4375,0.96215,67.125,6.61805,1.29065,1.4193,8.3309,0.7037,7.76155,35.28,1.3544,15.2425,1
16-Jun-16,,158.2,81.43,74.25,115,61.93,64.25,52.59,41100,3.22,33.35,2245,77.08,73.76,74.54,21.88,,94.08,9.9,,52.35,78.35,88.06,38.355,106.28,66.1,94.76,356,19,56.62,83.83,53.35,23.42,,3675,2557.1,48.25,,,319.9,57.97,32.18,114,111.43,,20.93,,,3801,,11.89,,275.1,144.05,5510,,2107,2.68,33.28,7.93,35.28,50.24,33.84,83.5,51.68,60.09,,11.97,57.41,53.37,2095,1764,15.78,371.8,53.02,2007,109,19.18,,85.49,14650,955,,191.45,0.305,931,25,517,74.16,91,26,33.31,,15.855,6.4,27.18,39.66,0.495,,290.5,1.38,10900,34900,,51.23,264.6,173.25,11.78,4.4,9.05,11050,19400,36.97,21850,13.77,260,157,34.59,3.31,18.505,5.19,33.07,52.51,13.7,3730,32.41,,,,,,1171.45,0.7307,3.49325,103.935,1.11465,32.3695,0.96735,67.275,6.6708,1.3035,1.40665,8.4264,0.6981,7.7605,35.341,1.35375,15.502,1
17-Jun-16,1646,155.8,81.24,73.67,115.79,61.86,64.19,52.8,41400,3.32,33.16,2210,76.17,72.79,73.99,21.9,,93.29,9.95,,52.4,76.99,90.38,39.15,104.43,66.6,97.14,363,18.78,56.93,82.49,54.75,22.85,,3670,2603.5,47.01,,,329.7,57.75,32.01,113.65,109.37,,20.52,,,3923,,11.76,,283,144.35,5380,,2157,2.79,34.16,7.94,35.76,49.89,34,86.9,51.53,59.22,,12.31,56.85,52.8,2107,1780,15.84,376.1,53.18,1974,108.5,18.9,,84.78,13900,931,,183.6,0.315,965,25.585,537,72.25,91,25.77,33.04,,15.94,6.39,27.38,39.21,0.495,,302.4,1.38,10900,35350,,51.89,273.9,176.5,11.91,4.25,9.04,11050,19300,36.97,21500,14.42,256.5,158.5,33.84,3.35,18.955,5.19,34.05,52.56,13.5,3750,32.65,,,,,,1172.75,0.73845,3.43025,104.285,1.12485,32.3775,0.96135,67.09,6.60995,1.2874,1.4295,8.33885,0.70595,7.76095,35.25,1.35025,15.19415,1
20-Jun-16,1650,157.98,81.34,74.55,116.1,62.3,64.28,53.18,41150,3.31,33.31,2278,77.03,72.89,75.1,22.15,,94.35,9.89,,53.01,77.34,91.3,39.74,105.36,66.8,99.62,372,18.81,57.56,83.65,56.75,23.14,,3675,2655.7,47.78,,,332.5,58.66,31.95,115.71,111.15,,20.85,,,4132,,11.95,,286.1,145.09,5730,,2273,2.84,35.04,8.02,35.88,50.97,34.5,87.8,52.39,60.75,,12.31,59.41,52.97,2229,1818,16.16,394.7,53.68,1898,107.5,18.85,,86.18,14450,944,,186.55,0.31,1010,26.09,544,76.96,89.5,25.55,33.31,,16.825,6.48,27.86,40.17,0.495,,318.3,1.34,11200,35750,,52.27,287.2,180,12.39,4.5,9.2,11100,19300,36.86,21650,15,259,157,33.87,3.4,20.09,5.19,34.76,53.1,13.72,3860,32.73,,,,,,1160.8,0.74655,3.3807,104.41,1.1337,32.2545,0.9594,67.38,6.55875,1.27935,1.46955,8.24115,0.7112,7.76065,35.2,1.34265,14.78375,1
21-Jun-16,1689,158.25,80.89,74.87,116.33,62.29,64.25,53.28,40650,3.3,34.28,2335,76.83,73.29,74.88,22.01,,95.11,9.98,,52.72,77.33,90.88,39.785,105.44,68,100.05,375,18.55,57.2,83.48,56.75,23.01,,3725,2647.3,47.66,,,330,58.3,32.24,115.18,111.31,,20.99,,,4180,,12.07,,287,146.07,5570,,2214,2.82,34.93,7.92,34.98,51,35.3,87.95,52.31,61.1,,12.49,58.63,53.11,2245,1843,15.95,393.5,53.42,1910,108.5,18.8,,86.78,14250,921,,186.1,0.305,985,26.22,541,76.12,91.25,25.85,33.03,,17.02,6.36,28.3,40.07,0.485,,312.8,1.35,11100,35750,,52.18,287.5,182,12.31,4.48,9.35,11500,19150,36.16,21600,14.43,257,159,33.77,3.43,21.01,5.17,34.66,53.16,13.94,3855,32.66,,,,,,1156.7,0.74575,3.4003,104.535,1.1271,32.252,0.9584,67.52,6.59745,1.2813,1.4672,8.2497,0.7128,7.7588,35.23,1.3421,14.7324,1
22-Jun-16,1730,158.22,80.46,74.83,114.6,61.95,63.93,53.27,41000,3.36,33.24,2291,76.11,73.13,74.26,22.04,,94.06,9.89,,52.39,76.53,90.13,39.625,104.44,67.1,101.8,380,19.34,57.6,83.38,55.05,22.99,,3680,2665.5,47.71,,,328.7,58.13,32.16,115.08,111.71,,20.79,,,4170,,12.01,,286.8,144.17,5800,,2170,2.86,34.73,7.78,34.67,49.93,35.02,85.75,51.96,60.65,,12.46,59.81,53.12,2244,1849,15.85,380.8,52.71,1921,108,18.35,,86.81,14400,918,,190.7,0.315,1013,26.2,548,76.46,92.5,25.5,32.94,,17.24,6.47,28.22,38.57,0.495,,313.4,1.37,11250,35750,,52.39,289.8,182.75,12.21,4.52,8.78,12250,19350,36,20800,14.13,256.5,158,34,3.48,21.06,5.11,34.59,52.87,13.68,3940,32.3,,,,,,1154.6,0.7495,3.39345,104.715,1.1282,32.208,0.9597,67.4525,6.59535,1.28185,1.4687,8.2873,0.7166,7.75705,35.18,1.34025,14.6675,1
23-Jun-16,1760,162.72,81.21,76.66,116.18,63.25,65.6,54.28,41550,3.25,33.73,2340,78.29,73.91,75.89,22.4,,95.71,9.97,,52.78,78.23,91.6,39.605,105.63,65.9,105.1,383,19.5,59.13,84.37,56.25,23.03,,3715,2644.3,48.61,,,343.7,59.08,32.43,117.17,113.08,,21.49,,,4225,,12,,294.2,146.4,5790,,2222,2.8,35.5,7.9,35.99,50.68,35,84.45,52.77,63.04,,12.6,61.59,53.54,2274,1863,16.28,386.4,53.29,1953,107.5,18.5,,87.53,13950,915,,191.45,0.31,1029,26.13,544,79.23,92,26,33.92,,17.515,6.44,28.67,39.66,0.495,,312,1.37,10900,35850,,53.74,294.7,188,11.83,4.56,9.13,12050,19200,36.66,21500,14.28,252,158,34.99,3.48,21.525,5.19,35.38,53.68,13.64,3830,32.69,,,,,,1150.25,0.75795,3.3613,105.71,1.13505,32.1675,0.9567,67.275,6.55705,1.2756,1.4807,8.17995,0.7221,7.7564,35.1895,1.34045,14.4925,1
24-Jun-16,1785,155.29,79.11,73.73,111.28,60.06,61.88,51.79,41200,3.16,33.49,2170,71.76,70.67,70.27,21.41,,91.47,9.32,,50.47,75.05,86.54,39.215,103.25,62.1,101.3,353,18.12,54.55,83.22,52.65,22.01,,3535,2570.7,46.5,,,325,54.94,32.11,112.04,109,,19.91,,,3630,,10.85,,271.3,141.49,5410,,2104,2.55,34.52,7.61,34.3,51.67,34.09,81.25,51.9,59.8,,12,55.15,52.02,2102,1681,15.41,367.1,52.7,1815,105,17,,84.14,12900,857,,192.3,0.29,955,25.05,522,78.4,91.75,24.64,32.55,,16.625,6.33,27.36,37.03,0.485,,283.6,1.33,9910,34900,,51.71,280.3,163,11,4.47,8.77,11650,17600,35.08,20700,13.37,248,156,34.84,3.38,19.145,5.11,34.58,52.54,12.57,3625,31.21,,,,,,1179,0.7493,3.3693,102.17,1.11155,32.428,0.96725,67.885,6.68925,1.29055,1.3626,8.43865,0.7154,7.75995,35.274,1.3488,14.90665,1
27-Jun-16,1777,151.19,76.72,71.86,107.85,57.67,58.15,50.71,40600,3.22,33.08,2278,65.58,68.36,67.48,21.14,,89.07,9,,49.25,73.34,81.14,37.74,102.45,60.5,95.34,347,17.06,49.61,82.05,48.4,20.54,,3690,2495.35,45.4,,,308.2,26.45,31.19,106.78,105.98,,18.54,,,3364,,10.57,,247.2,134.67,5620,,1891,2.47,33.01,7.17,31.86,50.32,34.49,82.7,51.42,57.48,,11.43,52.66,50.36,2163,1719,14.63,337.9,52.35,1801,105.5,17.52,,82.78,13250,893,,198.7,0.3,925,23.91,528,79.44,95,23.36,31.4,,16,6.51,26.14,34.49,0.485,,244,1.36,10050,34850,,50.04,257.5,146.75,10.13,4.15,8.62,12350,17950,34.2,21200,12.52,254,155,34.53,3.37,17.605,4.89,32.81,49.78,12.25,3900,30.4,,,,,,1182.3,0.7347,3.40115,101.69,1.0976,32.517,0.98085,67.9725,6.7763,1.31035,1.3148,8.56735,0.70275,7.76115,35.3595,1.36325,15.52325,1
28-Jun-16,1787,153.01,77.92,73.81,110.93,57.9,59.66,51.15,41400,3.16,33.1,2318,68.31,71.04,69.76,21.68,,90.42,9.04,,50.81,75.16,85.17,38.29,104.78,61.5,101.4,355,17.33,50.76,84.48,47.9,20.99,,3680,2461.8,46.23,,,315,27.27,32.01,111.46,106.88,,18.72,,,3648,,10.37,,260.2,139.23,5520,,1955,2.53,34.1,7.31,32.23,49.94,34.49,84.8,51.69,58.6,,11.41,53.03,50.73,2092,1686,14.78,364,53.37,1832,98.9,17.1,,86.17,13350,898,,197.65,0.295,940,24.705,515,81.24,96.5,23.93,32.12,,16.86,6.61,26.56,35.49,0.485,,264,1.35,10150,34700,,49.64,256.2,148.5,10.56,4.23,8.9,13850,17950,35.24,20350,13,250.5,154,35.76,3.35,17.56,5.02,33.74,51.46,12.4,2003,31.3,,,,,,1171.25,0.73585,3.32255,102.785,1.10505,32.415,0.98055,67.935,6.7308,1.30815,1.33215,8.55325,0.70335,7.75995,35.25,1.3564,15.225,1
29-Jun-16,1829,157.27,80,74.91,114.68,59.63,61.92,52.51,41000,3.19,33.85,2344,68.54,72.45,70.84,22.39,,92.13,9.73,,51.32,76.74,86.78,38.69,106.44,62.7,104.45,365,17.9,49.54,85.39,49.5,21.32,,3735,2499.6,46.76,,,320,28.06,32.25,114.2,109.37,,19.04,,,3715,,10.9,,261.3,143.13,5630,,1942,2.7,35.36,7.63,33.11,50.33,34.99,86.05,52,60.53,,11.55,53.09,51.94,2151,1711,15.35,385.5,55.05,1888,100,17.85,,89.09,13650,939,,193.6,0.32,969,25.2,516,84.72,97,24.83,32.64,,17.585,6.68,27.46,37.02,0.485,,267.8,1.39,10600,35800,,49.93,268.3,156,11.14,4.35,9.3,14050,20200,35.77,20500,13.7,251,156,36.94,3.43,17.87,4.99,35.17,54.43,12.69,2016,32.28,,,,,,1160.2,0.7436,3.2354,102.645,1.1103,32.3385,0.98,67.695,6.6992,1.29945,1.3525,8.49565,0.7113,7.75945,35.17,1.34685,14.8075,1
30-Jun-16,1848,161.42,81.78,77.12,115.61,60.76,63.51,53.59,41500,3.19,33.86,2376,69.19,73.68,71.38,22.99,,88.06,9.99,,53.11,74.17,88.67,39.46,108.73,62,105.1,362,18.54,50.1,87.27,48.5,21.53,,3740,2550.8,47.9,,,327.6,28.08,32.11,116.43,113.01,,19.51,,,3648,,10.89,,271,143.13,5800,,1965,2.72,36.65,7.48,33.31,51.7,36.15,86.2,52.26,61.76,,11.71,52.02,52.27,2195,1713,15.54,388.9,56.6,1903,102,18.2,,91.65,13700,908,,193.75,0.31,903,26.275,516,88.33,99.25,25.28,33.49,,18.495,6.77,28.02,38.12,0.515,,266,1.41,10500,38950,,50.96,271.7,156,11.07,4.65,9.05,13750,20700,36.51,20800,14.47,259,155,37.6,3.45,17.89,5.03,36.28,54.79,13.66,1928,32.6,,,,,,1151.85,0.7446,3.20375,102.59,1.11095,32.259,0.9742,67.495,6.6968,1.2987,1.3368,8.4727,0.7122,7.75795,35.12,1.3459,14.645,1
1-Jul-16,1856,161.18,81.19,76.93,117.51,60.69,62.96,53.69,41550,3.27,33.91,2380,70.29,74.5,71.74,23.28,,88.85,10.03,,52.85,74.48,88.48,39.78,108.91,62.3,106,363,18.56,49.82,87.23,50,21.91,,3740,2501.8,47.69,,,337.9,28.51,,117.45,113.92,,19.57,,,3738,,10.87,,275,142.75,6170,,2038,2.53,36.18,7.74,34.3,51.39,35,87.25,52.22,61.48,,11.74,49.92,,2291,1713,15.8,392.1,56.34,1956,102.5,17.85,,92.91,13800,964,,194.4,,906.5,25.425,521,92.84,,25.35,33.29,,19.19,,27.89,37.61,0.515,,264.7,,10650,38500,,50.06,274.3,161.5,11.03,4.74,9.27,14150,20850,36.35,20200,14.46,259,155,37.61,3.48,17.86,5.12,35.56,55.87,13.47,2017,33.1,,,,,,1145.05,0.7482,3.2417,102.665,1.1132,32.197,0.9739,67.345,6.68275,1.28965,1.3265,8.42995,0.7166,7.75865,35.05,1.3443,14.55665,1
4-Jul-16,1911,,,,,,,,41250,3.3,33.8,2441,,,,,,,,,,,,39.4,,61.8,105.2,362,,,,49.95,,,3645,2494.8,,,,339.7,,32.39,,,,,,,3500,,10.97,,244.8,,6080,,2023,2.485,,,,,35.13,87.45,52.51,,,,,52.53,2312,1715,,381,,2019,102,17.95,,,14050,1028,,193.85,0.305,913,25.355,513,,99.25,,,,19.21,6.76,,,0.525,,251.8,1.35,10750,37650,,,266.6,159.75,,,,13800,21200,,19800,13.96,257,153.5,,3.51,17.405,,,55.23,,2086,,,,,,,1146.95,0.75425,3.25025,102.535,1.11375,32.199,0.97145,67.2775,6.6808,1.284,1.3289,8.43885,0.72345,7.7589,35.04,1.34485,14.5385,1
5-Jul-16,1949,162.12,80.57,76.78,115.7,59.15,60.86,52.33,41400,3.31,33.93,2438,69.69,74.61,71.86,23.2,,88.24,9.85,,52.64,74.67,88,38.71,109.43,62.3,103.3,357,18.01,47.61,87.25,49.25,21.39,,3655,2482.7,47.62,,,325.5,28.51,32.01,116.41,113.76,,19.07,,,3360,,10.96,,239,139.51,5990,,1981,2.45,35.69,7.5,33.7,51.61,35.71,86.4,52.09,61.5,,11.84,49.61,52.65,2311,1695,15.32,366.9,57.56,2014,101.5,18.18,,91.88,14250,991,,191.85,0.305,863,25.15,514,92.11,97,25.12,32.59,,19.07,6.68,27.36,36.61,0.54,,240,1.38,10800,37400,,49.4,265.8,159,10.75,4.5,8.94,13950,21300,36.12,19600,13.65,256.5,154.5,37,3.46,16.75,4.98,34.99,54.15,13.45,2090,32.55,,,,,,1155.5,0.7469,3.2925,101.555,1.1109,32.261,0.97405,67.4775,6.69825,1.2954,1.3048,8.5018,0.7167,7.7587,35.15,1.3497,14.78875,1
6-Jul-16,1922,159.94,80.44,77.62,114.67,59.48,61.28,52.88,40450,3.29,33.7,2363,69.17,74.25,72.06,23.36,,86.83,9.81,,52.57,74.06,88.14,38.105,108.71,60.8,103,349,17.99,46.93,87.32,48.15,21.25,,3590,,47.85,,,319,29.56,31.96,117.38,113.45,,18.96,,,3173,,10.75,,233.5,139.61,5980,,2078,2.455,35.87,7.56,33.82,50.92,35.65,,52.06,61.8,,11.84,48.28,52.5,2222,1638,15.45,364.9,57.85,1978,99.8,17.8,,94.16,13900,949,,,0.3,867.5,24.985,501,95.21,98.75,25.31,32.42,,18.655,6.29,27.19,36.9,,,240.9,1.36,10500,35950,,49.44,262.7,154.75,10.66,4.58,9,13650,20750,35.93,19050,13.58,255,155,37.6,3.47,16.365,4.81,35.08,53.02,13.4,2125,32.22,,,,,,1165.65,0.7494,3.3364,100.855,1.10715,32.392,0.97765,67.4775,6.7214,1.30335,1.2882,8.544,0.7111,7.75905,35.26,1.35205,14.858,1
7-Jul-16,1919,160,80.6,78.45,113.65,59.81,61.89,53.22,40300,3.36,34.54,2321,70.23,74.76,71.8,23.36,,87.81,9.92,,52.61,74.51,90.21,38.725,108.43,60.5,104.45,347,18.07,46.99,86.8,49.4,21.26,,3570,2429.05,47.45,,,322.3,29.23,32.07,116.64,114.85,,18.98,,,3378,,10.79,,242.5,140.15,5640,,2135,2.48,36.25,7.59,34.4,50.82,34.96,91.5,52.02,61.98,,11.88,47.7,52.48,2226,1617,15.53,365.7,58.19,1950,100,17.7,,95.73,14100,881,,196.65,0.31,866.5,25.13,490,93.11,98,26.02,32.53,,18.995,6.23,27.43,38.78,0.53,,255.7,1.35,10700,36900,,49.47,264.9,158,10.68,4.72,9.08,13850,21550,36.32,20200,13.94,255,154.5,37.5,3.51,16.925,5.01,35.45,53.76,13.56,2060,31.96,,,,,,1154.55,0.7498,3.34355,100.775,1.10725,32.2905,0.9773,67.39,6.72065,1.29365,1.2933,8.57465,0.7216,7.75875,35.22,1.34875,14.7185,1
8-Jul-16,1915,161.02,81.38,79.45,113.97,61.49,64.71,54.98,40700,3.38,35,2147,71.04,76.03,73.54,23.73,,88.56,10.02,,54.01,76.42,92.68,39.205,109.69,,106.45,345,18.58,47.88,87.79,50.45,21.47,,3475,2425.5,49.14,,,330.2,29.64,32.22,119.52,114.86,,19.38,,,3490,,10.79,,247.3,143.79,5540,,2196,2.95,36.86,7.75,35.39,52.05,35.75,92.95,52.1,63.28,,12.12,49.71,53.27,2140,1598,16.08,381.1,58.98,1918,,17.7,,94.57,13800,862,,199.1,0.305,878,25.615,494,95.76,97.5,27.31,33.35,,19.475,6.13,27.9,39.69,0.54,,262.7,1.31,10500,36400,,50.36,268,163.75,11.11,4.55,9.3,13700,22450,37.36,20400,14.57,,,37.96,3.5,16.97,5.22,36.16,54.56,13.86,2078,32.03,,,,,,1161.8,0.75505,3.3023,100.545,1.10345,32.2905,0.9839,67.36,6.74275,1.30855,1.296,8.6061,0.72915,7.75825,35.21,1.34575,14.58965,1
11-Jul-16,1974,161.9,81.55,79.38,116,62.16,66.26,55.64,42700,3.45,35.65,2094,71.34,76.01,74.8,23.84,,88.75,10.015,,54.28,76.52,92.89,39.585,110.3,61.2,108.4,357,18.66,48.23,88.38,51.9,21.94,,3595,2463.65,52.12,,,334.3,29.84,32.72,120.51,115.15,,19.55,,,3688,,10.93,,260.1,143.69,5690,,2311,2.955,37.13,7.84,35.83,52.55,36.6,92.4,52.17,63.2,,12.33,50.97,54.4,2211,1670,16.17,394.1,59.13,2023,100,18.14,,97.63,14500,894,,199.6,0.31,911,25.89,485,96.37,100,27.67,33.54,,19.91,6.14,27.86,41.53,0.555,,272.9,1.34,10850,36300,,50.73,279.7,167.25,11.01,4.74,9.24,13500,22900,38.15,19900,14.43,259.5,157,38.04,3.51,17.8,5.48,36.47,55.62,13.95,2078,32.66,,,,,,1146.65,0.7541,3.301,102.615,1.1046,32.1975,0.98305,67.17125,6.73405,1.3098,1.299,8.5832,0.72345,7.7579,35.15,1.34965,14.44125,1
12-Jul-16,1973,165.12,83.04,81.02,117.25,63,67.85,56.69,44150,3.5,35.6,2082,72.13,76.95,75.44,23.88,,90,10.14,,54.72,77.48,95.67,39.515,110.19,63.6,107.1,372,19.04,49.69,88.19,51.4,22.1,,3690,2461.5,53.82,,,329.1,30.47,32.92,122.19,117.84,,19.85,,,3715,,11.16,,262.1,150.06,5730,,2278,2.95,37.3,7.9,36.33,53.6,37.59,91.1,52.98,63.79,,12.6,52,54.89,2322,1746,16.44,387.9,59.08,2118,101,17.87,,95.98,14400,931,,196.4,0.32,935,25.76,496,96.15,106.5,27.92,33.47,,19.965,6.33,28.09,42.47,0.575,,278.5,1.35,10850,35700,,51.34,280,172,11.55,5.04,9.4,13400,22450,38.79,19450,14.6,250,162.5,38,3.45,17.68,5.55,36.67,56.11,13.94,2092,32.84,,,,,,1147.95,0.7622,3.2768,104.54,1.10695,32.2075,0.9877,67.155,6.7195,1.30355,1.31835,8.51955,0.7284,7.75805,35.19,1.3482,14.34265,1
